source,target,relation,effect,claim_id
lock-in state,magnetic field parallel to the ab-plane,STATE_UNDER_CONDITION,,N/A
magnetic order,5-7 K,STATE_UNDER_CONDITION,,N/A
magnetic order,F-substituted LaOBiS2,EXHIBITS_STATE,,N/A
magnetic order,7 K,STATE_UNDER_CONDITION,,N/A
uniaxial lattice contraction,Ce1-xNdxO1-yFyBiS2,EXHIBITS_STATE,,N/A
uniaxial lattice contraction,a axis,STATE_UNDER_CONDITION,,N/A
uniaxial lattice contraction,NdO0.5F0.5Bi1-ySbyS2,EXHIBITS_STATE,,N/A
uniaxial lattice contraction,High pressure annealing,STATE_UNDER_CONDITION,,N/A
k,P1,PROPERTY_UNDER_CONDITION,,N/A
k,P2,PROPERTY_UNDER_CONDITION,,N/A
ZT,0.36,HAS_PROPERTY_VALUE,,N/A
ZT,650 K,PROPERTY_UNDER_CONDITION,,N/A
ZT,LaOBiS1.2Se0.8,HAS_PROPERTY,,N/A
ZT,470 deg. C,PROPERTY_UNDER_CONDITION,,N/A
650 K,650 K,HAS_CONDITION_VALUE,,N/A
One-dimensional three-orbital model,chemical potential,HAS_PROPERTY,,N/A
One-dimensional three-orbital model,multi-gap superconductivity,EXHIBITS_STATE,,N/A
magnitude of the hoppings,increased,HAS_PROPERTY_VALUE,,N/A
"Bi2(O,F)S2",High pressure annealing,SYNTHESIZES,,N/A
"Bi2(O,F)S2",topotactic fluorination,SYNTHESIZES,,N/A
"Bi2(O,F)S2",undoped Bi2OS2,EXHIBITS_STATE,,N/A
"Bi2(O,F)S2",a-axis length,HAS_PROPERTY,,N/A
"Bi2(O,F)S2",Topotactic reductive fluorination using XeF2 in the temperature range of 200 ~ 400°C,SYNTHESIZES,,N/A
High pressure resistivity measurement,High pressure resistivity measurement,EXPERIMENT_CONDITIONS,,N/A
High pressure annealing,2 GPa,EXPERIMENT_CONDITIONS,,N/A
High pressure annealing,470°C,EXPERIMENT_CONDITIONS,,N/A
High pressure annealing,Bi2OS2,SYNTHESIZES,,N/A
High pressure annealing,room temperature,EXPERIMENT_CONDITIONS,,N/A
High pressure annealing,2.7 K,HAS_CONDITION_VALUE,,N/A
High pressure annealing,PrO0.3F0.7BiS2,SYNTHESIZES,,N/A
High pressure annealing,3.6 K,HAS_CONDITION_VALUE,,N/A
High pressure annealing,shift to higher angles,STATE_UNDER_CONDITION,,N/A
topotactic fluorination,XeF2,DESCRIBES,,N/A
XeF2,temperature range of 200 ~ 400°C,EXPERIMENT_CONDITIONS,,N/A
temperature range of 200 ~ 400°C,200 ~ 400°C,HAS_CONDITION_VALUE,,N/A
temperature range of 200 ~ 400°C,semiconducting behavior,STATE_UNDER_CONDITION,,N/A
400°C,400°C,HAS_CONDITION_VALUE,,N/A
400°C,reaction at 400°C during topotactic fluorination,EXPERIMENT_CONDITIONS,,N/A
RO1-aFaBiS2,anisotropy,HAS_PROPERTY,,N/A
RO1-aFaBiS2,Josephson junctions,EXHIBITS_STATE,,N/A
RO1-aFaBiS2,critical current density,HAS_PROPERTY,,N/A
RO1-aFaBiS2,lock-in,EXHIBITS_STATE,,N/A
RO1-aFaBiS2,Josephson vortex flow,EXHIBITS_STATE,,N/A
anisotropy,low-Tc phase,PROPERTY_UNDER_CONDITION,,N/A
anisotropy,higher Tc phase,PROPERTY_UNDER_CONDITION,,N/A
BiS2-PrO(F)-BiS2,weak coupling,HAS_PROPERTY,,N/A
zero,2.7 K,HAS_PROPERTY_VALUE,,N/A
critical current density,1.33*10^3 A/cm2,HAS_PROPERTY_VALUE,,N/A
critical current density,2.0 K,PROPERTY_UNDER_CONDITION,,N/A
2.0 K,2.0 K,HAS_CONDITION_VALUE,,N/A
2.0 K,magnetic field parallel to the ab-plane,HAS_CONDITION_VALUE,,N/A
REO1-yFyBiS2,γs,HAS_PROPERTY,,N/A
γs,20-58,HAS_PROPERTY_VALUE,,N/A
y = 0.05-0.28,0.05-0.28,HAS_CONDITION_VALUE,,N/A
Pr1.05O0.82F0.18Bi1.03S2.00,normal-state anisotropies,HAS_PROPERTY,,N/A
normal-state anisotropies,250 K,PROPERTY_UNDER_CONDITION,,N/A
normal-state anisotropies,9.3,HAS_PROPERTY_VALUE,,N/A
normal-state anisotropies,21.1,HAS_PROPERTY_VALUE,,N/A
250 K,250 K,HAS_CONDITION_VALUE,,N/A
250 K,semiconducting behavior,STATE_UNDER_CONDITION,,N/A
9.3,higher Tc phase,HAS_PROPERTY_VALUE,,N/A
metal-insulator transition,NdO0.5F0.5Bi1-ySbyS2,EXHIBITS_STATE,,N/A
pressure-induced superconductivity,pressure > 0.7 GPa,STATE_UNDER_CONDITION,,N/A
pressure > 0.7 GPa,0.7 GPa,HAS_CONDITION_VALUE,,N/A
applied pressure,normal conducting state,STATE_UNDER_CONDITION,,N/A
8.6 K,Tc onset,HAS_PROPERTY_VALUE,,N/A
semiconducting behavior,normal state,EXHIBITS_STATE,,N/A
semiconducting behavior,Fermi surface instability,STATE_UNDER_CONDITION,,N/A
semiconducting behavior,PrOBiS2,EXHIBITS_STATE,,N/A
semiconducting behavior,SmO1-xFxBiS2,EXHIBITS_STATE,,N/A
NdO0.5F0.5Bi(S1-xSex)2,REO0.5F0.5BiS2-type series,PROPERTY_UNDER_CONDITION,,N/A
NdO0.5F0.5Bi(S1-xSex)2,a axis,HAS_PROPERTY,,N/A
NdO0.5F0.5Bi(S1-xSex)2,uniaxial lattice expansion,EXHIBITS_STATE,,N/A
superconductivity,SrFBiS2,EXHIBITS_STATE,,N/A
4.5 K,4.5 K,HAS_CONDITION_VALUE,,N/A
4.5 K,Tc zero,HAS_PROPERTY_VALUE,,N/A
4.5 K,"x = 0, 0.03, 0.09 and 0.15",HAS_CONDITION_VALUE,,N/A
4.5 K,Tconset,HAS_PROPERTY_VALUE,,N/A
asymmetrical phonon mode,118 cm-1,PROPERTY_UNDER_CONDITION,,N/A
asymmetrical phonon mode,electron-phonon coupling constant,MEASURES,,N/A
electron-phonon coupling constant,0.16,HAS_PROPERTY_VALUE,,N/A
electron-phonon coupling constant,Density-functional perturbation theory with structural optimization,DESCRIBES,,N/A
temperature-dependent hump,100 cm-1,HAS_PROPERTY_VALUE,,N/A
temperature-dependent hump,Raman spectra,MEASURES,,N/A
Bi3O2S3,Tconset,HAS_PROPERTY,,N/A
Bi3O2S3,DOS,HAS_PROPERTY,,N/A
Bi3O2S3,Hybridization (Bi-O-S),HAS_PROPERTY,,N/A
Bi3O2S3,electron charge carrier concentration,HAS_PROPERTY,,N/A
Bi3O2S3,semimetal,EXHIBITS_STATE,,N/A
Tconset,5.5 K,HAS_PROPERTY_VALUE,,N/A
Tconset,2.5 K,HAS_PROPERTY_VALUE,,N/A
Tconset,8 K,HAS_PROPERTY_VALUE,,N/A
Tconset,11.1 K,HAS_PROPERTY_VALUE,,N/A
Tconset,2.5K,HAS_PROPERTY_VALUE,,N/A
Tconset,Electrical transport measurement,MEASURES,,N/A
DOS,N(EF),HAS_PROPERTY_VALUE,,N/A
electron charge carrier concentration,1.5 x 10^19 cm-3,HAS_PROPERTY_VALUE,,N/A
Eu3Bi2S4F4,tetragonal lattice,EXHIBITS_STATE,,N/A
Eu3Bi2S4F4,I4/mmm,HAS_PROPERTY,,N/A
Eu3Bi2S4F4,CaF2-type,HAS_PROPERTY,,N/A
Eu3Bi2S4F4,Eu(1),EXHIBITS_STATE,,N/A
Eu3Bi2S4F4,Eu(2),EXHIBITS_STATE,,N/A
Eu3Bi2S4F4,anomalous Eu valence state,EXHIBITS_STATE,,N/A
Z = 2,Z,HAS_PROPERTY_VALUE,,N/A
CaF2-type,Eu3F4,HAS_PROPERTY,,N/A
Eu(1),divalent valence state,EXHIBITS_STATE,,N/A
Eu(2),divalent valence state,EXHIBITS_STATE,,N/A
divalent valence state,+2.64(5),HAS_PROPERTY_VALUE,,N/A
anomalous Eu valence state,Mossbauer,DESCRIBES,,N/A
Eu3+,conduction bands,EXHIBITS_STATE,,N/A
conduction bands,Bi-6px,EXHIBITS_STATE,,N/A
conduction bands,Bi-6py,EXHIBITS_STATE,,N/A
a axis,Ce1-xNdxO1-yFyBiS2,HAS_PROPERTY,,N/A
a axis,uniaxial lattice expansion,PROPERTY_UNDER_CONDITION,,N/A
a axis,x dependence,PROPERTY_UNDER_CONDITION,,N/A
0.2,0<x<0.2,HAS_CONDITION_VALUE,,N/A
y = 0.3,0.3,HAS_CONDITION_VALUE,,N/A
0.3,x=0.3,HAS_CONDITION_VALUE,,N/A
x = 0.5 - 1.0,0.5 - 1.0,HAS_CONDITION_VALUE,,N/A
c/a ratio,c/a = 3.39,HAS_PROPERTY_VALUE,,N/A
2.44 GPa,2.44 GPa,HAS_CONDITION_VALUE,,N/A
higher Tc phase,2.16 GPa,STATE_UNDER_CONDITION,,N/A
higher Tc phase,normal conducting state,EXHIBITS_STATE,,N/A
higher Tc phase,lattice constants a and c,PROPERTY_UNDER_CONDITION,,N/A
higher Tc phase,atmospheric pressure,STATE_UNDER_CONDITION,,N/A
2.16 GPa,2.16 GPa,HAS_CONDITION_VALUE,,N/A
6.7 K,superconducting critical temperature,HAS_PROPERTY_VALUE,,N/A
SrFBiS2,thermal activation energy,HAS_PROPERTY,,N/A
SrFBiS2,semiconducting-like ground state,EXHIBITS_STATE,,N/A
SrFBiS2,semiconductor,EXHIBITS_STATE,,N/A
SrFBiS2,First principle calculations,DESCRIBES,,N/A
SrFBiS2,NaCl-type BiS2 layer,EXHIBITS_STATE,,N/A
thermal activation energy,Eg,HAS_PROPERTY_VALUE,,N/A
F-substituted NdOBiS<sub>2</sub>,metallic response,EXHIBITS_STATE,,N/A
F-substituted NdOBiS<sub>2</sub>,screened plasma edge,EXHIBITS_STATE,,N/A
metallic response,Optical spectroscopy,MEASURES,,N/A
screened plasma edge,5000 cm<sup>-1</sup>,STATE_UNDER_CONDITION,,N/A
screened plasma edge,Optical spectroscopy,EXPERIMENT_CONDITIONS,,N/A
Optical spectroscopy,absence of correlation effects,DESCRIBES,,N/A
F-substituted LaOBiS2,plasma frequency,HAS_PROPERTY,,N/A
F-substituted LaOBiS2,interband transitions,HAS_PROPERTY,,N/A
F-substituted LaOBiS2,absence of correlation effects,EXHIBITS_STATE,,N/A
F-substituted LaOBiS2,CDW instability,EXHIBITS_STATE,,N/A
F-substituted LaOBiS2,doping level,HAS_PROPERTY,,N/A
plasma frequency,First-principles calculations,DESCRIBES,,N/A
interband transitions,first-principles calculations,DESCRIBES,,N/A
first-principles calculations,absence of correlation effects,DESCRIBES,,N/A
CDW instability,doping level,PROPERTY_UNDER_CONDITION,,N/A
doping level,Sm ion,HAS_CONDITION_VALUE,,N/A
doping level,La site,HAS_CONDITION_VALUE,,N/A
1.68GPa,pressures exceeding 1.68GPa,HAS_CONDITION_VALUE,,N/A
4.5K,2Δ(0)/k_B T_c,HAS_PROPERTY_VALUE,,N/A
corrugated Bi-Se layer,physical pressure,STATE_UNDER_CONDITION,,N/A
room temperature resistivity,5 mohmcm,HAS_PROPERTY_VALUE,,N/A
Hall resistance,high-pressure-annealed,PROPERTY_UNDER_CONDITION,,N/A
Hall resistance,-10^-8 m3/C,HAS_PROPERTY_VALUE,,N/A
Hall resistance,positive,HAS_PROPERTY_VALUE,,N/A
Hall resistance,five times larger,HAS_PROPERTY_VALUE,,N/A
high-pressure-annealed,negative,HAS_CONDITION_VALUE,,N/A
high-pressure-annealed,RH,PROPERTY_UNDER_CONDITION,,N/A
high-pressure-annealed,peak symmetry,PROPERTY_UNDER_CONDITION,,N/A
high-pressure-annealed,high-pressure-annealed,HAS_CONDITION_VALUE,,N/A
PrO0.3F0.7BiS2,peak symmetry,HAS_PROPERTY,,N/A
PrO0.3F0.7BiS2,Hc2(0),HAS_PROPERTY,,N/A
PrO0.3F0.7BiS2,U0,HAS_PROPERTY,,N/A
temperature dependence,"Ln(O, F)BiS2",HAS_PROPERTY,,N/A
temperature dependence,magnetic penetration depth,PROPERTY_UNDER_CONDITION,,N/A
upper critical fields,HC2max,HAS_PROPERTY,,N/A
upper critical fields,HC2mid,HAS_PROPERTY,,N/A
upper critical fields,HC2min,HAS_PROPERTY,,N/A
HC2min,H // c,HAS_PROPERTY_VALUE,,N/A
H // ab,H // ab,HAS_PROPERTY_VALUE,,N/A
anisotropy of superconducting states,Bi-S plane,STATE_UNDER_CONDITION,,N/A
anisotropy parameter,high-pressure-synthesized,PROPERTY_UNDER_CONDITION,,N/A
anisotropy parameter,30,HAS_PROPERTY_VALUE,,N/A
anisotropy parameter,Nd0.8Ce0.2OBiS2,HAS_PROPERTY,,N/A
anisotropy parameter,35,HAS_PROPERTY_VALUE,,N/A
anisotropy parameter,45,HAS_PROPERTY_VALUE,,N/A
high-pressure-synthesized,7.4,HAS_CONDITION_VALUE,,N/A
Tc zero,8.5 K,HAS_PROPERTY_VALUE,,N/A
Tcirr,9.4 K,HAS_PROPERTY_VALUE,,N/A
low annealing temperature,conventional solid-state reaction,EXPERIMENT_CONDITIONS,,N/A
X-ray diffraction analysis,lattice constants a and c,MEASURES,,N/A
lattice constants a and c,c/a,HAS_PROPERTY_VALUE,,N/A
"Ln(O, F)BiS2",low-energy spectrum,HAS_PROPERTY,,N/A
"Ln(O, F)BiS2",broad hump,EXHIBITS_STATE,,N/A
"Ln(O, F)BiS2",dispersive branch,EXHIBITS_STATE,,N/A
"Ln(O, F)BiS2",NaCl-type BiS2 layer,EXHIBITS_STATE,,N/A
low-energy spectrum,weakly-dispersing broad hump,EXHIBITS_STATE,,N/A
low-energy spectrum,dispersive branch,EXHIBITS_STATE,,N/A
dispersive branch,calculated band dispersion,ALIGNS_WITH,,N/A
NdO1-xFxBiS2,vacuum encapsulation,SYNTHESIZES,,N/A
NdO1-xFxBiS2,tetragonal P4/nmm,EXHIBITS_STATE,,N/A
NdO1-xFxBiS2,tetragonal I4/mmm space group,EXHIBITS_STATE,,N/A
NdO1-xFxBiS2,lattice parameters,HAS_PROPERTY,,N/A
NdO1-xFxBiS2,superconducting fluctuations,EXHIBITS_STATE,,N/A
NdO1-xFxBiS2,gap features,EXHIBITS_STATE,,N/A
NdO1-xFxBiS2,smaller gap,HAS_PROPERTY,,N/A
NdO1-xFxBiS2,2Δ_s/kBTc,HAS_PROPERTY,,N/A
NdO1-xFxBiS2,normal state,EXHIBITS_STATE,,N/A
NdO1-xFxBiS2,superconducting BiS2 layers,EXHIBITS_STATE,,N/A
NdO1-xFxBiS2,NdO layers,EXHIBITS_STATE,,N/A
vacuum encapsulation,solid-state route,DESCRIBES,,N/A
vacuum encapsulation,Bi4O4S3-xSex,SYNTHESIZES,,N/A
vacuum encapsulation,Bi4O4S2,SYNTHESIZES,,N/A
vacuum encapsulation,5000C,EXPERIMENT_CONDITIONS,,N/A
"x=0.1, 0.3, 0.5, 0.7 and 0.9","x=0.1, 0.3, 0.5, 0.7 and 0.9",HAS_CONDITION_VALUE,,N/A
x=0.1-0.9,x=0.1-0.9,HAS_CONDITION_VALUE,,N/A
Electric transport measurement,semiconductor,MEASURES,,N/A
tetragonal I4/mmm space group,Bi4O4S3-xSex,EXHIBITS_STATE,,N/A
lattice parameters,CeOBiS2,HAS_PROPERTY,,N/A
lattice parameters,a= 4.15(1)Å,HAS_PROPERTY_VALUE,,N/A
lattice parameters,c=14.02(2)Å,HAS_PROPERTY_VALUE,,N/A
Tc onset,applied magnetic field,PROPERTY_UNDER_CONDITION,,N/A
Tc (ρ = 0),applied magnetic field,PROPERTY_UNDER_CONDITION,,N/A
applied magnetic field,Tc (R =0),PROPERTY_UNDER_CONDITION,,N/A
applied magnetic field,200 Oe,HAS_CONDITION_VALUE,,N/A
applied magnetic field,flux flow activation energies,PROPERTY_UNDER_CONDITION,,N/A
Hc2(0),3Tesla,HAS_PROPERTY_VALUE,,N/A
Hc2(0),2T (Tesla),HAS_PROPERTY_VALUE,,N/A
Hc2(0),15.3(4) kOe,HAS_PROPERTY_VALUE,,N/A
Hc2(0),µSR,DESCRIBES,,N/A
Hc2(0),1.2Tesla,HAS_PROPERTY_VALUE,,N/A
Hc2(0),20kOe,HAS_PROPERTY_VALUE,,N/A
Hc2(0),WHH formula,DESCRIBES,,N/A
Hc2(0),~310 kOe,HAS_PROPERTY_VALUE,,N/A
Hc2(0),1.04 Tesla,HAS_PROPERTY_VALUE,,N/A
U0,0.05 Tesla,PROPERTY_UNDER_CONDITION,,N/A
U0,54.63 meV,HAS_PROPERTY_VALUE,,N/A
0.05 Tesla,0.05 Tesla,HAS_CONDITION_VALUE,,N/A
Hall measurement,electron charge carriers,MEASURES,,N/A
electron charge carriers,multiband feature,EXHIBITS_STATE,,N/A
Thermoelectric effects,Strong electron-electron correlations,EXHIBITS_STATE,,N/A
CeO1-xFxBiS2,antiferromagnetism,EXHIBITS_STATE,,N/A
CeO1-xFxBiS2,CeO blocking layers,EXHIBITS_STATE,,N/A
antiferromagnetism,enhancement,STATE_UNDER_CONDITION,,N/A
antiferromagnetism,Fe,EXHIBITS_STATE,,N/A
antiferromagnetism,suppression,STATE_UNDER_CONDITION,,N/A
80%,superconducting shielding fraction,HAS_PROPERTY_VALUE,,N/A
superconducting shielding fraction,0.3%,HAS_PROPERTY_VALUE,,N/A
unit cell volume,sulfur is replaced with selenium,PROPERTY_UNDER_CONDITION,,N/A
sulfur is replaced with selenium,c-parameter,PROPERTY_UNDER_CONDITION,,N/A
sulfur is replaced with selenium,13.3157 Å,HAS_CONDITION_VALUE,,N/A
sulfur is replaced with selenium,14.01567 Å,HAS_CONDITION_VALUE,,N/A
Eg,3 meV,HAS_PROPERTY_VALUE,,N/A
metallic to a semiconducting state,temperature Tmin,STATE_UNDER_CONDITION,,N/A
superconducting fluctuations,2-4 K,STATE_UNDER_CONDITION,,N/A
gap features,3.5+-0.3 meV,HAS_PROPERTY_VALUE,,N/A
gap features,7.5+-1 meV,HAS_PROPERTY_VALUE,,N/A
gap features,scanning tunneling spectroscopy,MEASURES,,N/A
3.5+-0.3 meV,smaller gap,HAS_PROPERTY_VALUE,,N/A
2Δ_s/kBTc,16.8,HAS_PROPERTY_VALUE,,N/A
weak coupling limit,BCS model,EXHIBITS_STATE,,N/A
superfluid density,Muon-spin-spectroscopy,MEASURES,,N/A
superfluid density,single gap s-wave model,DESCRIBES,,N/A
magnetic penetration depth,λ(0) = 861(17) nm,HAS_PROPERTY_VALUE,,N/A
magnetic penetration depth,tunnel diode oscillator technique,MEASURES,,N/A
two s-wave type energy gaps,zero-temperature values,STATE_UNDER_CONDITION,,N/A
zero-temperature values,0.93(3) meV,HAS_CONDITION_VALUE,,N/A
zero-temperature values,0.09(4) meV,HAS_CONDITION_VALUE,,N/A
0.93(3) meV,∆1(0),HAS_PROPERTY_VALUE,,N/A
0.09(4) meV,∆2(0),HAS_PROPERTY_VALUE,,N/A
Hc2(T),low field region,STATE_UNDER_CONDITION,,N/A
superconducting ground state,ZFµSR,MEASURES,,N/A
superconducting ground state,no magnetic anomaly,STATE_UNDER_CONDITION,,N/A
λ(0),861(17) nm,HAS_PROPERTY_VALUE,,N/A
two-orbital model,inter-pocket nesting,EXPERIMENT_CONDITIONS,,N/A
two-orbital model,"pair scattering with a ""local"" character in k-space",DESCRIBES,,N/A
lower pressures,lower pressures,HAS_CONDITION_VALUE,,N/A
pressure coefficient,-0.287 K/GPa,HAS_PROPERTY_VALUE,,N/A
pressure coefficient,0.435 K/GPa,HAS_PROPERTY_VALUE,,N/A
pressure coefficient,-0.1714 K/GPa,HAS_PROPERTY_VALUE,,N/A
pressure coefficient,1.75 GPa,HAS_CONDITION_VALUE,,N/A
superconducting critical temperature,10.1 K,HAS_PROPERTY_VALUE,,N/A
superconducting critical temperature,carrier doping concentration,PROPERTY_UNDER_CONDITION,,N/A
superconducting critical temperature,3.2 K,HAS_PROPERTY_VALUE,,N/A
maximum value of Tc,Tc,HAS_PROPERTY_VALUE,,N/A
hysteretic suppression,suppression,effect,,N/A
Hydrostatic pressure application,1.75 GPa,HAS_CONDITION_VALUE,,N/A
Annealing,700 ºC,EXPERIMENT_CONDITIONS,,N/A
uniaxial strain,superconducting impurities,PROPERTY_UNDER_CONDITION,,N/A
strain,700 ºC,STATE_UNDER_CONDITION,,N/A
strain,initial state,STATE_UNDER_CONDITION,,N/A
Bi2-S2-Bi2 bond,Bi6O8S5,HAS_PROPERTY,,N/A
Bi2-S2-Bi2 bond,bending,EXHIBITS_STATE,,N/A
Bi6O8S5,bending,EXHIBITS_STATE,,N/A
Bi6O8S5,parent compound,EXHIBITS_STATE,,N/A
Bi6O8S5,Bi3+,HAS_PROPERTY,,N/A
T^2 dependence,25 and 50 K,STATE_UNDER_CONDITION,,N/A
ξGL(0),110 Å,HAS_PROPERTY_VALUE,,N/A
n,0.46 < n < 1.0,HAS_PROPERTY_VALUE,,N/A
n,spin fluctuations,STATE_UNDER_CONDITION,,N/A
n,0.46 and 1.0,HAS_CONDITION_VALUE,,N/A
A1g,pairing strengths,PROPERTY_UNDER_CONDITION,,N/A
B2g,pairing strengths,PROPERTY_UNDER_CONDITION,,N/A
electron densities,0.46 and 1.0,HAS_CONDITION_VALUE,,N/A
electron densities,distance,PROPERTY_UNDER_CONDITION,,N/A
hole-pockets,Two-orbital model for BiS2-based superconductors,EXHIBITS_STATE,,N/A
hole-pockets,Se doped,STATE_UNDER_CONDITION,,N/A
Fermi Surface,electronic interactions (RPA),PROPERTY_UNDER_CONDITION,,N/A
electronic interactions (RPA),inter-pocket nesting,DESCRIBES,,N/A
inter-pocket nesting,Fermi Surface segments,PROPERTY_UNDER_CONDITION,,N/A
A weak-coupling RPA analysis of a minimal 2-orbital model,pairing properties,DESCRIBES,,N/A
polarization,10 μC/cm^2,HAS_PROPERTY_VALUE,,N/A
soft phonons,Changing spacer oxide,AFFECTS,,N/A
ground state structure,Changing spacer oxide,AFFECTS,,N/A
LaO(F) redox layer,superconducting BiS2 layers,EXHIBITS_STATE,,N/A
p-orbital states,electron transformation,PROPERTY_UNDER_CONDITION,,N/A
chalcogenides,physical properties,HAS_PROPERTY,,N/A
chalcogenides,magnetic moment,HAS_PROPERTY,,N/A
physical properties,intercalations/deintercalations,STATE_UNDER_CONDITION,,N/A
Fe,magnetic moment,EXHIBITS_STATE,,N/A
magnetic moment,reduction,PROPERTY_UNDER_CONDITION,,N/A
oxygen intercalation,annealing in oxygen condition,EXPERIMENT_CONDITIONS,,N/A
deintercalation of excess Fe,annealing in acid,EXPERIMENT_CONDITIONS,,N/A
dome-shaped dependence,x dependence,PROPERTY_UNDER_CONDITION,,N/A
3.7K,3.7K,HAS_CONDITION_VALUE,,N/A
Schottky-type anomaly,~6K,STATE_UNDER_CONDITION,,N/A
Schottky-type anomaly,heat capacity measurement,MEASURES,,N/A
~6K,~6K,HAS_CONDITION_VALUE,,N/A
type II,Isothermal magnetization (MH),DESCRIBES,,N/A
Hc1,8Oe,HAS_PROPERTY_VALUE,,N/A
Hc1,Isothermal magnetization (MH),MEASURES,,N/A
Hc1,2.1K,PROPERTY_UNDER_CONDITION,,N/A
Hc1,40Oe,HAS_PROPERTY_VALUE,,N/A
Hc1,2K,PROPERTY_UNDER_CONDITION,,N/A
Hc1,~39 Oe,HAS_PROPERTY_VALUE,,N/A
type II-superconductor,Bi4O4S2,EXHIBITS_STATE,,N/A
Bi4-xAgxO4S3,electron-like carriers,EXHIBITS_STATE,,N/A
Bi4-xAgxO4S3,Fermi level,HAS_PROPERTY,,N/A
Bi4-xAgxO4S3,density of states at EF,HAS_PROPERTY,,N/A
x>0.10,0.10,HAS_CONDITION_VALUE,,N/A
x>0.10,mixed valence of Ce ions,PROPERTY_UNDER_CONDITION,,N/A
Fermi level,Ag doping,PROPERTY_UNDER_CONDITION,,N/A
Bi4O4S2,flux pinning,EXHIBITS_STATE,,N/A
Bi4O4S2,irreversible behavior,EXHIBITS_STATE,,N/A
semiconductor,temperature range,STATE_UNDER_CONDITION,,N/A
specific heat measurements,jump,MEASURES,,N/A
specific heat measurements,light bands,EXPERIMENT_CONDITIONS,,N/A
800°C,800°C,HAS_CONDITION_VALUE,,N/A
12 hours,12 hours,HAS_CONDITION_VALUE,,N/A
resistive broadening,"ρ(T,H)",MEASURES,,N/A
BiS2 layer,Bi 6p orbital,EXHIBITS_STATE,,N/A
inhomogeneity,local structure,PROPERTY_UNDER_CONDITION,,N/A
inhomogeneity,carrier doping level,PROPERTY_UNDER_CONDITION,,N/A
"CeO(Bi, Sb)(S, Se)2",Sb- and Se-substituted CeOBiS2,SYNTHESIZES,,N/A
CeOBiS2,superconducting phase diagram,EXHIBITS_STATE,,N/A
CeOBiS2,SmO1-xFxBiS2,EXHIBITS_STATE,,N/A
superconducting phase diagram,CSb,PROPERTY_UNDER_CONDITION,,N/A
superconducting phase diagram,CSe,PROPERTY_UNDER_CONDITION,,N/A
CSb,0.18,HAS_PROPERTY_VALUE,,N/A
CSe,0.45,HAS_PROPERTY_VALUE,,N/A
CSe,0.15-0.30,HAS_CONDITION_VALUE,,N/A
Nd1-xCexOBiS2,0.8×0.8×0.2 mm3,HAS_PROPERTY,,N/A
Nd1-xCexOBiS2,mu0Hc2(0),HAS_PROPERTY,,N/A
Nd1-xCexOBiS2,mixed valency,EXHIBITS_STATE,,N/A
"x = 0.2, 0.3, 0.4, and 0.5","x = 0.2, 0.3, 0.4, and 0.5",HAS_CONDITION_VALUE,,N/A
Nd0.8Ce0.2OBiS2,chi(T),HAS_PROPERTY,,N/A
Nd0.8Ce0.2OBiS2,mu0Hc2(0),HAS_PROPERTY,,N/A
Nd0.8Ce0.2OBiS2,Gamma,HAS_PROPERTY,,N/A
chi(T),diamagnetism,EXHIBITS_STATE,,N/A
mu0Hc2(0),12 T,HAS_PROPERTY_VALUE,,N/A
mu0Hc2(0),0.34 T,HAS_PROPERTY_VALUE,,N/A
mu0Hc2(0),ab- and c-planes,PROPERTY_UNDER_CONDITION,,N/A
mu0Hc2(0),35 T,HAS_PROPERTY_VALUE,,N/A
mu0Hc2(0),0.78 T,HAS_PROPERTY_VALUE,,N/A
mu0Hc2(0),two times smaller,PROPERTY_UNDER_CONDITION,,N/A
PrOBiS2,tetravalent Pr,EXHIBITS_STATE,,N/A
tetravalent Pr,XAFS spectroscopy,DESCRIBES,,N/A
valence fluctuation,Ce3+,EXHIBITS_STATE,,N/A
valence fluctuation,Ce4+,EXHIBITS_STATE,,N/A
SmO1-xFxBiS2,paramagnetic,EXHIBITS_STATE,,N/A
470 deg. C,470 deg. C,HAS_CONDITION_VALUE,,N/A
carrier doping concentration,F ~ 0.5,HAS_CONDITION_VALUE,,N/A
electron carriers,La1-xCexOBiSSe,HAS_PROPERTY,,N/A
480 ºC,480 ºC,HAS_CONDITION_VALUE,,N/A
ferromagnetic signal,MT-curve,DESCRIBES,,N/A
cylinders,kz direction,PROPERTY_UNDER_CONDITION,,N/A
electron-like sheets,BZ lateral sides,PROPERTY_UNDER_CONDITION,,N/A
volume of the Fermi surface,band occupancy,PROPERTY_UNDER_CONDITION,,N/A
band occupancy,shape,STATE_UNDER_CONDITION,,N/A
x ~ 0.4,BZ,PROPERTY_UNDER_CONDITION,,N/A
2K,2K,HAS_CONDITION_VALUE,,N/A
residual resistivity value,1.35mΩ-cm,HAS_PROPERTY_VALUE,,N/A
90percent,90percent,HAS_CONDITION_VALUE,,N/A
"x = 0, 0.03, 0.09 and 0.15",temperature measurements,EXPERIMENT_CONDITIONS,,N/A
flux flow activation energies,Bi4O4S2.97Se0.03,HAS_PROPERTY,,N/A
flux flow activation energies,Bi4O4S2.85Se0.15,HAS_PROPERTY,,N/A
flux flow activation energies,18.60 meV,HAS_PROPERTY_VALUE,,N/A
flux flow activation energies,13.69 meV,HAS_PROPERTY_VALUE,,N/A
Δ0,1.54 meV,HAS_PROPERTY_VALUE,,N/A
